"rnum","업소명","주소","전화번호","혜택유형","처리상태","좌표출처","좌표검증상태","위도","경도","반환주소","검토메모"
"439","안경하우스 중곡점","서울특별시광진구용마산로53(중곡동)","02-444-1744","할인","REUSED","네이버 Geocoding API","확인 완료","37.5584572","127.0875882","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"440","닥터디자이너의원 영등포","서울특별시영등포구경인로870(영등포동1가, (페어필드바이메리어트호텔 2층))","02-3667-4842","할인","REUSED","네이버 Geocoding API","확인 완료","37.5169829","126.909283","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"441","종로연세의원","서울특별시종로구종로272(종로6가, (신관증축동 7층))","02-745-3388","할인","REUSED","네이버 Geocoding API","확인 완료","37.5708266","127.0081219","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"442","서울미의원 서울대입구 본점","서울특별시관악구관악로165(봉천동, (6층))","02-871-1158","할인","REUSED","네이버 Geocoding API","확인 완료","37.4800778","126.9521225","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"443","연세나눔의원","서울특별시강서구공항대로164(마곡동, (5층 504호))","02-2666-3616","할인","REUSED","네이버 Geocoding API","확인 완료","37.5593259","126.8255148","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"444","연세미엔의원","서울특별시영등포구신길로36(신길동, (연세빌딩 3층))","02-844-5718","할인","REUSED","네이버 Geocoding API","확인 완료","37.4957913","126.9087385","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"445","삼성비앤에스의원","서울특별시강남구테헤란로514(대치동, (6층))","02-553-0777","할인","REUSED","네이버 Geocoding API","확인 완료","37.5074386","127.0597679","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"446","클라임투더문 클라이밍","서울특별시송파구백제고분로224(삼전동, (지하1층))","0507-1431-5019","할인","REUSED","네이버 Geocoding API","확인 완료","37.5031314","127.0913946","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"448","한국실용아트 버닝협회","서울특별시중랑구봉화산로221- 0(신내동, (동성타워 1층 109호))","0507-1317-5902","할인","REUSED","네이버 Geocoding API","확인 완료","37.6079832","127.0973066","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"449","돈벼락김치삼겹살 장안동본점","서울특별시동대문구장한로26길24(장안동, (1층))","0507-1374-9597","할인","MATCHED","네이버 Geocoding API","확인 완료","37.5714899","127.0729639","서울특별시 동대문구 장한로26길 24","시·도, 도로명과 건물번호가 일치하는 단일 결과"
"450","그로우빈스","서울특별시강서구양천로18길16(방화동, (1층 101호))","02-2661-0922","할인","MATCHED","네이버 Geocoding API","확인 완료","37.5727689","126.812605","서울특별시 강서구 양천로18길 16","시·도, 도로명과 건물번호가 일치하는 단일 결과"
"451","세라아트도예학원","서울특별시서초구효령로36길18(방배동, (2층))","02-522-4120","할인","REUSED","네이버 Geocoding API","확인 완료","37.4809062","127.0001612","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"452","안경하는집옥토 방배점","서울특별시서초구방배중앙로187(방배동, (1층))","0507-1405-2660","할인","REUSED","네이버 Geocoding API","확인 완료","37.4957191","126.9855525","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"453","안경하는집옥토 이수점","서울특별시서초구동광로12가길40(방배동, (1층))","0507-1392-2660","할인","REUSED","네이버 Geocoding API","확인 완료","37.487489","126.9827361","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"454","휴킨스피부과의원","서울특별시노원구동일로204가길34(중계동, (2층))","02-977-6447","할인","REUSED","네이버 Geocoding API","확인 완료","37.6407272","127.06816","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"455","라포레","서울특별시강남구학동로12길15(논현동, (1층))","02-3447-0111","할인","REUSED","네이버 Geocoding API","확인 완료","37.5113312","127.0257834","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"456","프로젝트유의원 홍대입구역","서울특별시마포구양화로162(동교동, (6층))","02-2038-8910","할인","REUSED","네이버 Geocoding API","확인 완료","37.556431","126.9238845","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"457","엘룬헤어","서울특별시은평구연서로29길7(갈현동, (2층))","02-388-7279","할인","MATCHED","네이버 Geocoding API","확인 완료","37.6186804","126.9194113","서울특별시 은평구 연서로29길 7","시·도, 도로명과 건물번호가 일치하는 단일 결과"
"458","화곡직영점","서울특별시강서구강서로17다길16- 1(화곡동, (1층 Phone))","0507-1322-3163","할인","REUSED","네이버 Geocoding API","확인 완료","37.5334048","126.8422656","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"459","모두의운동 그룹PT 길동역","서울특별시강동구양재대로111길27(길동, (골드클래스 301호))","0507-1357-1173","할인","REUSED","네이버 Geocoding API","확인 완료","37.5371935","127.1380652","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"460","스캔하우스","서울특별시광진구광나루로56길85(구의동, (판매동 2층 A-25호))","02-3424-2226","할인","REUSED","네이버 Geocoding API","확인 완료","37.5357263","127.0957093","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"461","캐논스토어 강변점","서울특별시광진구광나루로56길85(구의동, (판매동 2층 A-18호))","02-3424-2225","할인","REUSED","네이버 Geocoding API","확인 완료","37.5357263","127.0957093","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"462","야판다 베이스샵","서울특별시광진구광나루로56길85(구의동, (강변테크노마트 2층 D-1호))","0507-1489-1174","할인","REUSED","네이버 Geocoding API","확인 완료","37.5357263","127.0957093","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"463","로젤의원","서울특별시노원구동일로1419(상계동, (3층))","02-6956-5750","할인","REUSED","네이버 Geocoding API","확인 완료","37.6553187","127.0598676","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"464","전통안마지압원","서울특별시중구퇴계로88길61(신당동, (3층))","02-2238-8085","할인","REUSED","네이버 Geocoding API","확인 완료","37.5632753","127.0195635","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"465","진이찬방 구로디지털역점","서울특별시동작구신대방1가길38(신대방동, (동작상떼빌오피스텔상가 105동 105호))","0507-1436-0107","할인","REUSED","네이버 Geocoding API","확인 완료","37.4876928","126.9067146","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"466","밀알카페","서울특별시강서구강서로33길16(화곡동, (1층))","0507-1389-2518","할인","MATCHED","네이버 Geocoding API","확인 완료","37.5420041","126.8388133","서울특별시 강서구 강서로33길 16 서서울교회","시·도, 도로명과 건물번호가 일치하는 단일 결과"
"467","잇츠카메라","서울특별시광진구광나루로56길85(구의동, (2층 D-3호))","0507-1401-7396","할인","REUSED","네이버 Geocoding API","확인 완료","37.5357263","127.0957093","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"468","아이스쿨안경콘텍트","서울특별시영등포구도림로300(신길동)","02-844-0041","할인","REUSED","네이버 Geocoding API","확인 완료","37.5045605","126.9031504","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"469","마우나커피","서울특별시영등포구여의대방로43길11- 5(신길동, (1층))","02-2135-8839","할인","MATCHED","네이버 Geocoding API","확인 완료","37.505796","126.9214464","서울특별시 영등포구 여의대방로43길 11-5","시·도, 도로명과 건물번호가 일치하는 단일 결과"
"481","올리브","경기도연천군청산면청신로336(청산면초성리)","031-835-1198","할인","MATCHED","네이버 Geocoding API","확인 완료","37.9877734","127.0927451","경기도 연천군 청산면 청신로 336","시·도, 도로명과 건물번호가 일치하는 단일 결과"
"483","비타미스뷰","경기도수원시 권선구금곡로205304호(금곡동)","031-1234-7777","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"484","인생돈카츠 불광본점","서울특별시은평구통일로65길12- 10(대조동, (1층))","0507-1352-3920","할인","MATCHED","네이버 Geocoding API","확인 완료","37.6097509","126.9295974","서울특별시 은평구 통일로65길 12-10","시·도, 도로명과 건물번호가 일치하는 단일 결과"
"485","서울하이안치과의원 강남구청","서울특별시강남구학동로335(논현동, (다른타워 6층))","02-357-2879","할인","REUSED","네이버 Geocoding API","확인 완료","37.5169878","127.0396575","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"500","서울매스티지치과의원","서울특별시강남구봉은사로105(논현동, (동양빌딩 1층, 6층))","02-3446-8275","할인","REUSED","네이버 Geocoding API","확인 완료","37.5049634","127.0250571","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"512","스마일뷰치과의원","서울특별시강남구봉은사로107(논현동, (15층))","02-552-7528","할인","REUSED","네이버 Geocoding API","확인 완료","37.5050191","127.0253945","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"513","예가미용실","서울특별시서초구남부순환로356길55(양재동, (1층))","0507-1372-4844","할인","MATCHED","네이버 Geocoding API","확인 완료","37.4825416","127.0385798","서울특별시 서초구 남부순환로356길 55","시·도, 도로명과 건물번호가 일치하는 단일 결과"
"539","사랑시대 국제안경","경기도안양시 만안구안양로291(안양동)","031-466-7401","할인","REUSED","네이버 Geocoding API","확인 완료","37.3981601","126.9216664","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"540","자스 아일랜드","경기도과천시별양로28B동1089호1층 (원문동, 건물후면 GS편의점 옆)","02-504-7924","할인","MATCHED","네이버 Geocoding API","확인 완료","37.4211738","126.9912596","경기도 과천시 별양로 28 래미안 슈르","시·도, 도로명과 건물번호가 일치하는 단일 결과"
"542","피어나","경기도안양시 동안구시민대로327번길6105호(관양동, W에이스타워)","0507-1300-5403","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"543","문이네 카페","경기도군포시수리산로203번안길40103,104호(산본동)","0507-1423-2780","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"544","선한 게장","경기도군포시산본로431번안길3- 7(산본동)","010-8988-8676","할인","MATCHED","네이버 Geocoding API","확인 완료","37.3672915","126.926267","경기도 군포시 산본로431번안길 3-7","시·도, 도로명과 건물번호가 일치하는 단일 결과"
