"업종명","업소명","시도","시군구","소재지도로명주소","소재지지번주소","위도","경도","좌표출처","좌표출처URL","좌표검증상태","할인정보","적용대상","이용조건","인증방법","업소전화번호","출처유형","출처URL","최근확인일","혜택상태","수집자","비고"
"카페","요거프레소 대방점","서울특별시","영등포구","서울특별시 영등포구가마산로587(신길동)","","37.5044676","126.921579","","","재확인 필요","서비스 이용료의 5% 할인","당해연도 동원훈련 이수자, 모범예비군, 복무중인사람(현역병, 사회복무요원, 전문​∙산업기능요원)","없음 | 혜택기간: 2023-10-10~","동원훈련 이수증, 모범 예비군증, 복무 확인서","02-832-8137","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","이용 가능","ilwoo-maker","우대기간: 무기한"
"카페","카페보니또 영등포1호점","서울특별시","영등포구","서울특별시 영등포구여의대방로203(신길동)","","37.5053854","126.9220173","","","재확인 필요","서비스 이용료 20% 할인","당해연도 동원훈련 이수자, 모범예비군","제한없음 | 혜택기간: 2023-09-26~2026-09-26","동원훈련 이수증, 모범 예비군증","02-833-3773","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","이용 가능","ilwoo-maker","3년 할인기간 후 재협의 필요"
"카페","해군호텔 블랙앤브라운","서울특별시","영등포구","서울특별시 영등포구가마산로538(신길동, 해군호텔 1층)","","37.5029131","126.9154817","","","재확인 필요","서비스 이용료의 5% 할인","당해연도 동원훈련 이수자, 모범예비군","없음 | 혜택기간: 2023-11-01~2026-11-01","동원훈련 이수증, 모범 예비군증","02-831-4700","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","이용 가능","ilwoo-maker","2년 (기간내 변경,해제 신청 없을 시 자동 재연장)"
"숙박","나인트리 프리미어 로카우스 호텔 서울 용산","서울특별시","용산구","서울특별시 용산구 한강대로23길 25","","37.5276406","126.9643494","Geocoding API","https://map.naver.com/p/search/%EB%82%98%EC%9D%B8%ED%8A%B8%EB%A6%AC%20%ED%94%84%EB%A6%AC%EB%AF%B8%EC%96%B4%20%EB%A1%9C%EC%B9%B4%EC%9A%B0%EC%8A%A4%20%ED%98%B8%ED%85%94%20%EC%84%9C%EC%9A%B8%20%EC%9A%A9%EC%82%B0%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%9A%A9%EC%82%B0%EA%B5%AC%20%ED%95%9C%EA%B0%95%EB%8C%80%EB%A1%9C23%EA%B8%B8%2025","확인 완료","군인 할인 제공(할인율·예약 경로·대상 범위는 날짜별로 달라질 수 있어 호텔 문의)","군인","혜택 변경 가능성이 있어 방문·예약 직전 업소 확인","군인 신분 확인자료(예약 전 문의)","","이용 후기","https://www.tripadvisor.co.kr/Hotel_Review-g294197-d25296583-Reviews-Nine_Tree_Premier_ROKAUS_Hotel_Seoul_Yongsan-Seoul.html","2026-08-15","확인 필요","ilwoo-maker","공식 홈페이지에서 할인율은 공개 확인되지 않아 요금·조건 공란 처리"
"음식","아노브 이태원","서울특별시","용산구","서울특별시 용산구이태원로20가길7- 5(이태원동, (1층))","","37.5337213","126.9924236","","","재확인 필요","서비스 이용료의 10% 할인","복무중인사람, 병역명문가","없음 | 혜택기간: 2025-06-05~","복무확인서, 병역명문가증","02-6052-6606","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","이용 가능","ilwoo-maker","우대기간: 무기한"
"음식","피그가든","서울특별시","용산구","서울특별시 용산구한강대로270(남영동)","","37.5423973","126.9730344","","","재확인 필요","서비스 이용료의 10% 할인","동원훈련 이수자, 모범예비군, 복무중인사람, 병역명문가","없음 | 혜택기간: 2025-02-26~","동원훈련이수,모범예비군,명문가증,복무확인서","02-6941-1244","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","이용 가능","ilwoo-maker","우대기간: 무기한"
"미용·뷰티","가위소리","서울특별시","은평구","서울특별시 은평구진관3로21(진관동, (엘크루상가 126호))","","37.6394555","126.9191948","","","재확인 필요","서비스 이용료의 20% 할인","동원훈련 이수자, 모범예비군, 복무중인사람, 병역명문가","없음 | 혜택기간: 2024-08-16~2026-08-16","동원훈련이수,모범예비군,명문가증,복무확인서","02-352-9811","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","확인 필요","ilwoo-maker","1년 (기간내 변경,해제 신청 없을 시 자동 재연장)"
"미용·뷰티","디얼스 이마트은평점","서울특별시","은평구","서울특별시 은평구은평로111(응암동, (이마트 8층 디얼스 미용실))","","37.6008422","126.9205287","","","재확인 필요","서비스 이용료의 30% 할인 *부분시술포함 할인적용, 2명이상 동시 시술시 10% 추가할인","복무중인사람","없음 | 혜택기간: 2024-09-11~2026-09-11","복무확인서","0507-1397-1096","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","이용 가능","ilwoo-maker","1년 (기간내 변경,해제 신청 없을 시 자동 재연장)"
"미용·뷰티","수헤어","서울특별시","은평구","서울특별시 은평구가좌로12길15(신사동, (은평신사 두산위브 2차 상가))","","37.5988251","126.907551","","","재확인 필요","서비스 이용료의 20% 할인","동원훈련 이수자, 모범예비군, 복무중인사람, 병역명문가","없음 | 혜택기간: 2024-09-09~","동원훈련이수,모범예비군,명문가증,복무확인서","02-357-8254","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","이용 가능","ilwoo-maker","우대기간: 무기한"
"미용·뷰티","어반제이슨헤어 연신내점","서울특별시","은평구","서울특별시 은평구통일로885(갈현동)","","37.6220073","126.9195416","","","재확인 필요","서비스 이용료의 20% 할인","동원훈련 이수자, 모범예비군, 복무중인사람, 병역명문가","없음 | 혜택기간: 2024-08-24~2026-08-24","동원훈련이수,모범예비군,명문가증,복무확인서","02-308-3472","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","확인 필요","ilwoo-maker","1년 할인기간 후 재협의 필요"
"미용·뷰티","엘룬헤어","서울특별시","은평구","서울특별시 은평구연서로29길7(갈현동, (2층))","","37.6186804","126.9194113","","","재확인 필요","서비스 이용료의 10% 할인","복무중인사람","없음 | 혜택기간: 2024-08-11~","복무확인서","02-388-7279","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","이용 가능","ilwoo-maker","우대기간 : 무기한"
"음식","솔찬 장칼국수 구파발본점","서울특별시","은평구","서울특별시 은평구북한산로2(진관동, (금호어울림10단지 1028동 1층상가 102호))","","37.6422426","126.9162208","","","재확인 필요","서비스 이용료의 10% 할인","동원훈련 이수자, 모범예비군, 복무중인사람, 병역명문가","없음 | 혜택기간: 2024-09-19~","동원훈련이수,모범예비군,명문가증,복무확인서","0507-1433-1403","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","이용 가능","ilwoo-maker","우대기간: 무기한"
"음식","인생돈카츠 불광본점","서울특별시","은평구","서울특별시 은평구통일로65길12- 10(대조동, (1층))","","37.6097509","126.9295974","","","재확인 필요","서비스 이용료의 10% 할인","복무중인사람","없음 | 혜택기간: 2024-08-23~","복무확인서","0507-1352-3920","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","이용 가능","ilwoo-maker","우대기간: 무기한"
"음식","명동케이갈비","서울특별시","중구","서울특별시 중구명동3길52, 3층 (명동1가)","","37.56395925","126.9833538","","","재확인 필요","대상자 본인에게만 식사금액 10%할인 (주류는 할인 제외, 다른 할인 및 쿠폰과 중복 적용 불가능)","복무중인 사람","없음 | 혜택기간: 2026-07-18~2999-12-31","현역병으로 복무하고 있다는 사실을 증빙할 자료","02-3789-1108","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","이용 가능","ilwoo-maker",""
"음식","횃불식당","경기도","가평군","경기도 가평군가평읍용추로171번길16(가평읍승안리, 횃불식당)","","37.842706","127.4879474","","","재확인 필요","서비스 이용료의 5% 할인","예비군(당해연도 병무청 주관 동원훈련 이수자 및 병무청 모범 예비군 선발자),복무중인 사람,병역명문가","제한없음 | 혜택기간: 2024-08-14~2026-12-31","당해년도 동원훈련이수증, 복무확인서, 병역명문가","031-582-8933","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","이용 가능","ilwoo-maker",""
"카페","플로레카페","경기도","가평군","경기도 가평군청평면에덴벚꽃길39- 1(청평면상천리)","","37.7404063","127.4241436","","","재확인 필요","서비스 이용료의 10% 할인","예비군(당해연도 병무청 주관 동원훈련 이수자 및 병무청 모범 예비군 선발자),복무중인 사람,병역명문가","제한없음 | 혜택기간: 2023-11-23~","당해년도 동원훈련이수증, 복무확인서, 병역명문가","0507-1350-6864","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","이용 가능","ilwoo-maker",""
"음식","송화","경기도","고양시","경기도 고양시 덕양구수역이길25(성사동)","","37.6638412","126.8503272","","","재확인 필요","서비스 이용료의 5% 할인 세부 증빙자료 : 당해연도 동원훈련이수증,모범예비군증,복무확인서,병역명문가증","예비군(당해연도 병무청 주관 동원훈련 이수자 및 병무청 모범 예비군 선발자),복무중인 사람,병역명문가","없음 | 혜택기간: 2025-09-19~","당해연도 동원훈련이수증,모범예비군증,복무확인서","0507-1466-8906","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","이용 가능","ilwoo-maker",""
"카페","달려라행복이 달행이네 과일&음료","경기도","고양시","경기도 고양시 덕양구토당로104번길22- 191층 (토당동)","","37.751116","127.0381594","","","재확인 필요","서비스 이용료의 5% 할인","예비군(당해연도 병무청 주관 동원훈련 이수자 및 병무청 모범 예비군 선발자),복무중인 사람,병역명문가","제한없음 | 혜택기간: 2024-08-14~2026-12-31","당해년도 동원훈련이수증, 복무확인서, 병역명문가","031-994-0418","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","이용 가능","ilwoo-maker",""
"미용·뷰티","순헤어","경기도","과천시","경기도 과천시별양로28B동1069호(원문동, 슈르상가)","","37.420876","126.992337","","","재확인 필요","서비스 이용료의 5% 할인","동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","없음 | 혜택기간: 2024-08-05~","동원훈련이수증,모범예비군증,복무확인서 등","010-9292-1825","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","이용 가능","ilwoo-maker",""
"미용·뷰티","오신우헤어","경기도","과천시","경기도 과천시별양상가2로353동204호(별양동)","","37.424857","126.992504","","","재확인 필요","서비스 이용료의 5% 할인","동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","없음 | 혜택기간: 2024-06-14~","동원훈련이수증,모범예비군증,복무확인서 등","02-504-5177","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","이용 가능","ilwoo-maker",""
"미용·뷰티","자스 아일랜드","경기도","과천시","경기도 과천시별양로28B동1089호1층 (원문동, 건물후면 GS편의점 옆)","","37.4211738","126.9912596","","","재확인 필요","서비스 이용료의 10% 할인","동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","없음 | 혜택기간: 2024-09-19~","동원훈련이수증,모범예비군증,복무확인서,명문가증","02-504-7924","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","이용 가능","ilwoo-maker",""
"음식","만나떡볶이","경기도","과천시","경기도 과천시별양상가2로35118호1층 (별양동)","","37.4254868","126.9918932","","","재확인 필요","서비스 이용료의 10% 할인","동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","없음 | 혜택기간: 2024-08-12~","동원훈련이수증,모범예비군증,복무확인서 등","02-3679-0118","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","이용 가능","ilwoo-maker",""
"음식","메종카소","경기도","과천시","경기도 과천시관문로92A동216호(중앙동)","","37.429605","126.991013","","","재확인 필요","서비스 이용료의 10% 할인","동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","없음 | 혜택기간: 2024-06-05~","동원훈련이수증,모범예비군증,복무확인서 등","0507-1364-4227","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","이용 가능","ilwoo-maker",""
"음식","바른국수 둥이네","경기도","과천시","경기도 과천시별양상가로714호지하1층 (별양동, 벽산빌딩)","","37.428068","126.992932","","","재확인 필요","서비스 이용료의 5% 할인","동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","없음 | 혜택기간: 2024-06-12~","동원훈련이수증,모범예비군증,복무확인서 등","02-3679-1253","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","이용 가능","ilwoo-maker",""
"카페","스톨커피","경기도","과천시","경기도 과천시뒷골2로1(과천동)","","37.45292","127.001957","","","재확인 필요","서비스 이용료의 10% 할인","동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","없음 | 혜택기간: 2024-06-11~","동원훈련이수증,모범예비군증,복무확인서 등","010-2803-2638","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","이용 가능","ilwoo-maker",""
"카페","카페공간","경기도","과천시","경기도 과천시과천대로7길20150호B층 (갈현동, 스마트케이)","","37.4141254","126.979178","","","재확인 필요","서비스 이용료의 5% 할인","동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","없음 | 혜택기간: 2024-09-19~","동원훈련이수증,모범예비군증,복무확인서 등","0507-0284-4457","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","이용 가능","ilwoo-maker",""
"음식","구이대장쪽갈비 광명역점","경기도","광명시","경기도 광명시오리로169(일직동, 1층 구이대장쪽갈비 광명역점)","","37.4183533","126.8793941","","","재확인 필요","서비스 이용료의 10% 할인","복무중인자,모범예비군,동원훈련이수자,명문가","없음 | 혜택기간: 2025-04-02~","명문가증,복무확인서,훈련이수증,모범예비군증","0507-1465-7926","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","이용 가능","ilwoo-maker",""
